q1,q2,q3,q4,f1,f2,f3,f4,f5,target
0.67,0.65,0.35,0.03,617,826,201,148,809,one
0.67,0.64,0.37,0.06,605,825,200,146,808,one
0.67,0.62,0.4,0.09,611,822,195,144,801,one
0.66,0.61,0.42,0.13,610,832,198,141,795,one
0.66,0.59,0.44,0.16,633,832,202,144,796,one
0.66,0.57,0.45,0.18,632,832,200,148,801,one
0.66,0.55,0.46,0.21,630,822,197,144,800,one
0.66,0.53,0.47,0.24,632,823,221,143,782,one
0.66,0.52,0.48,0.27,625,824,247,138,787,one
0.65,0.51,0.49,0.29,616,825,274,137,793,one
0.64,0.49,0.51,0.3,609,833,245,135,785,one
0.63,0.48,0.52,0.31,592,833,241,134,787,one
0.63,0.47,0.53,0.33,580,842,208,135,780,one
0.62,0.46,0.53,0.34,572,839,207,133,793,one
0.62,0.45,0.53,0.36,568,850,210,135,795,one
0.61,0.44,0.53,0.38,580,846,207,142,804,one
0.61,0.43,0.54,0.39,581,845,210,143,809,one
0.6,0.42,0.54,0.4,595,840,210,141,787,one
0.6,0.42,0.55,0.41,583,849,215,142,796,one
0.6,0.41,0.54,0.42,576,845,214,143,793,one
0.61,0.43,0.53,0.4,604,843,210,146,800,one
0.63,0.45,0.51,0.37,600,837,210,152,814,one
0.66,0.5,0.47,0.32,573,825,215,152,803,one
0.67,0.52,0.45,0.28,548,818,202,155,783,one
0.7,0.53,0.41,0.24,545,819,221,156,787,one
0.71,0.55,0.4,0.21,567,818,201,160,798,one
0.73,0.56,0.36,0.16,542,817,208,162,775,one
0.74,0.58,0.32,0.11,544,824,202,165,769,one
0.76,0.58,0.28,0.05,538,854,210,176,769,one
0.77,0.6,0.22,-0.03,522,852,210,180,777,one
0.77,0.61,0.16,-0.09,520,858,211,180,772,one
0.78,0.61,0.12,-0.13,590,854,217,176,769,one
0.78,0.6,0.08,-0.17,556,856,210,179,790,one
0.77,0.6,0.03,-0.2,541,851,211,182,770,one
0.77,0.59,-0.01,-0.23,560,846,204,179,767,one
0.77,0.58,-0.04,-0.26,592,846,207,182,756,one
0.77,0.57,-0.08,-0.28,586,867,207,185,756,one
0.77,0.56,-0.11,-0.3,585,852,204,183,745,one
0.77,0.55,-0.12,-0.31,585,861,200,185,745,one
0.76,0.55,-0.13,-0.31,585,856,198,183,766,one
0.76,0.55,-0.15,-0.32,585,864,195,187,761,one
0.76,0.54,-0.16,-0.32,588,850,191,192,759,one
0.76,0.54,-0.17,-0.32,598,853,190,188,770,one
0.76,0.54,-0.17,-0.32,569,845,191,193,770,one
0.76,0.54,-0.18,-0.32,558,852,188,189,777,one
0.76,0.54,-0.17,-0.32,554,850,182,192,767,one
0.76,0.54,-0.18,-0.32,553,847,194,188,777,one
0.76,0.54,-0.17,-0.31,531,879,192,191,764,one
0.76,0.54,-0.17,-0.31,515,870,187,194,780,one
0.76,0.55,-0.17,-0.3,510,866,184,197,780,one
0.76,0.55,-0.18,-0.3,538,845,185,205,806,one
0.75,0.56,-0.19,-0.29,542,837,191,215,833,one
0.75,0.56,-0.19,-0.29,564,842,188,214,803,one
0.75,0.57,-0.2,-0.29,573,847,171,220,801,one
0.75,0.57,-0.2,-0.29,591,840,165,220,803,one
0.74,0.57,-0.19,-0.29,600,835,165,219,785,one
0.74,0.57,-0.19,-0.29,580,831,158,215,791,one
0.74,0.58,-0.18,-0.28,553,837,152,211,800,one
0.74,0.59,-0.17,-0.27,541,838,152,205,796,one
0.75,0.6,-0.15,-0.26,527,836,150,202,790,one
0.75,0.61,-0.12,-0.24,528,829,145,205,785,one
0.76,0.61,-0.06,-0.2,508,823,145,201,782,one
0.76,0.62,-0.04,-0.2,542,825,151,198,787,one
0.76,0.62,-0.01,-0.17,531,817,151,203,772,one
0.77,0.62,0.05,-0.13,508,811,150,211,761,one
0.77,0.62,0.07,-0.12,522,811,148,211,762,one
0.77,0.62,0.1,-0.1,515,812,148,210,764,one
0.77,0.62,0.13,-0.09,519,815,145,205,764,one
0.77,0.62,0.14,-0.08,538,817,145,210,769,one
0.77,0.62,0.14,-0.08,545,824,142,207,750,one
0.77,0.62,0.15,-0.08,540,828,142,207,753,one
0.76,0.62,0.15,-0.08,510,830,142,201,751,one
0.77,0.62,0.15,-0.08,518,837,140,201,754,one
0.77,0.62,0.15,-0.08,490,832,138,200,741,one
0.77,0.62,0.16,-0.07,482,835,142,201,740,one
0.77,0.62,0.16,-0.07,479,826,138,198,733,one
0.77,0.62,0.15,-0.07,490,835,140,205,738,one
0.77,0.62,0.14,-0.08,472,845,138,202,748,one
0.77,0.62,0.15,-0.07,468,844,135,205,770,one
0.77,0.61,0.16,-0.07,468,849,134,203,774,one
0.77,0.61,0.17,-0.07,467,844,138,205,766,one
0.77,0.61,0.17,-0.06,472,846,135,202,779,one
0.78,0.61,0.17,-0.05,471,847,137,202,782,one
0.78,0.6,0.16,-0.04,490,847,138,210,790,one
0.78,0.6,0.15,-0.03,522,836,140,207,782,one
0.78,0.61,0.15,-0.03,529,835,140,211,775,one
0.78,0.6,0.15,-0.02,528,835,140,205,772,one
0.78,0.6,0.15,-0.01,515,829,141,205,756,one
0.78,0.6,0.16,-0.01,546,823,138,202,777,one
0.78,0.6,0.16,0.01,558,843,142,203,767,one
0.79,0.6,0.15,0.04,459,835,138,205,793,one
0.79,0.6,0.15,0.06,430,835,134,202,785,one
0.78,0.6,0.15,0.07,421,839,135,196,764,one
0.78,0.6,0.14,0.09,423,836,138,200,746,one
0.78,0.6,0.14,0.1,450,840,138,202,741,one
0.78,0.6,0.14,0.11,443,846,137,203,737,one
0.78,0.6,0.14,0.12,464,857,141,200,758,one
0.78,0.6,0.14,0.12,439,860,150,211,746,one
0.78,0.6,0.15,0.12,440,860,154,216,745,one
0.78,0.59,0.15,0.12,430,856,152,220,753,one
0.78,0.59,0.14,0.11,430,858,155,221,756,one
0.79,0.59,0.15,0.11,469,852,150,216,738,one
0.79,0.58,0.16,0.11,508,843,148,216,730,one
0.79,0.58,0.16,0.12,532,842,142,214,737,one
0.79,0.58,0.17,0.12,546,838,138,216,725,one
0.79,0.58,0.17,0.12,514,830,140,217,717,one
0.79,0.58,0.17,0.11,477,830,138,215,720,one
0.79,0.58,0.17,0.1,448,832,141,212,745,one
0.79,0.58,0.16,0.09,408,831,137,214,740,one
0.8,0.58,0.15,0.08,410,825,141,212,746,one
0.8,0.58,0.14,0.07,402,828,142,210,753,one
0.8,0.57,0.14,0.06,422,828,151,219,767,one
0.81,0.57,0.13,0.06,414,828,152,220,767,one
0.81,0.57,0.12,0.05,415,818,155,221,746,one
0.81,0.57,0.12,0.04,430,825,157,228,743,one
0.81,0.57,0.11,0.03,431,831,161,226,732,one
0.81,0.58,0.11,0.01,414,836,158,229,753,one
0.81,0.58,0.1,0,407,835,162,229,735,one
0.81,0.58,0.08,-0.01,421,837,184,251,737,one
0.81,0.59,0.07,-0.02,453,830,195,276,759,one
0.8,0.59,0.04,-0.03,432,829,200,282,769,one
0.8,0.6,0.02,-0.05,417,825,202,284,787,one
0.8,0.59,0,-0.06,407,830,200,282,770,one
0.8,0.59,-0.02,-0.08,433,831,192,276,782,one
0.8,0.58,-0.04,-0.1,443,826,188,279,788,one
0.8,0.58,-0.05,-0.11,442,825,184,279,791,one
0.8,0.58,-0.04,-0.11,456,828,182,275,795,one
0.8,0.59,-0.03,-0.11,445,828,181,275,782,one
0.8,0.59,0,-0.11,441,828,178,273,791,one
0.8,0.58,0,-0.13,441,822,175,266,774,one
0.81,0.57,-0.02,-0.14,436,822,171,266,780,one
0.81,0.56,-0.03,-0.15,438,821,172,262,774,one
0.81,0.55,-0.07,-0.17,475,821,188,255,745,one
0.81,0.55,-0.09,-0.17,466,814,242,257,741,one
0.82,0.54,-0.08,-0.18,459,812,165,250,730,one
0.82,0.53,-0.1,-0.19,432,816,204,248,719,one
0.83,0.52,-0.11,-0.2,455,814,181,247,698,one
0.83,0.51,-0.1,-0.2,468,823,162,251,708,one
0.83,0.5,-0.11,-0.22,456,824,162,248,690,one
0.82,0.5,-0.12,-0.24,441,831,168,252,733,one
0.82,0.5,-0.12,-0.25,461,838,170,255,762,one
0.81,0.51,-0.11,-0.26,447,830,171,256,796,one
0.81,0.51,-0.11,-0.28,447,833,167,252,767,one
0.8,0.51,-0.11,-0.29,442,832,162,252,770,one
0.8,0.5,-0.12,-0.31,435,835,164,248,741,one
0.8,0.5,-0.13,-0.31,451,836,160,244,732,one
0.79,0.5,-0.14,-0.32,483,838,164,251,762,one
0.79,0.49,-0.16,-0.34,468,847,157,255,801,one
0.78,0.48,-0.19,-0.36,458,859,168,260,769,one
0.77,0.46,-0.22,-0.37,461,854,158,260,738,one
0.77,0.46,-0.23,-0.38,452,839,162,257,754,one
0.76,0.46,-0.22,-0.39,465,842,174,252,782,one
0.75,0.46,-0.23,-0.4,485,851,162,247,790,one
0.74,0.46,-0.24,-0.42,471,850,155,242,777,one
0.74,0.46,-0.24,-0.43,510,856,164,238,777,one
0.73,0.45,-0.26,-0.45,527,853,150,238,777,one
0.72,0.44,-0.26,-0.47,556,852,154,237,758,one
0.71,0.44,-0.25,-0.48,543,856,162,235,738,one
0.71,0.44,-0.25,-0.49,596,857,157,234,738,one
0.71,0.44,-0.25,-0.49,594,852,172,230,720,one
0.71,0.43,-0.26,-0.5,584,850,154,233,729,one
0.7,0.43,-0.28,-0.5,553,854,157,237,722,one
0.69,0.43,-0.28,-0.5,526,870,170,242,724,one
0.69,0.44,-0.29,-0.51,507,856,165,253,725,one
0.67,0.43,-0.32,-0.51,503,873,174,257,720,one
0.67,0.42,-0.33,-0.52,466,869,182,274,732,one
0.66,0.41,-0.35,-0.52,457,899,201,291,746,one
0.65,0.41,-0.36,-0.52,473,881,197,303,759,one
0.66,0.42,-0.37,-0.51,458,869,202,305,756,one
0.65,0.41,-0.38,-0.51,427,863,195,310,740,one
0.65,0.41,-0.39,-0.51,444,860,191,305,758,one
0.64,0.41,-0.41,-0.5,428,869,181,305,761,one
0.62,0.4,-0.44,-0.5,439,874,181,323,766,one
0.6,0.4,-0.48,-0.51,467,876,170,328,798,one
0.57,0.39,-0.51,-0.51,430,870,171,328,783,one
0.54,0.37,-0.54,-0.53,444,874,170,329,787,one
0.51,0.36,-0.56,-0.55,461,871,177,332,783,one
0.48,0.36,-0.58,-0.56,441,863,170,343,798,one
0.46,0.36,-0.58,-0.57,426,854,174,347,791,one
0.45,0.37,-0.57,-0.57,435,860,222,352,806,one
0.44,0.37,-0.57,-0.58,482,850,191,347,808,one
0.44,0.37,-0.57,-0.59,484,846,220,347,788,one
0.45,0.38,-0.56,-0.59,486,842,192,346,785,one
0.46,0.38,-0.55,-0.58,478,836,232,339,780,one
0.48,0.38,-0.54,-0.58,470,832,220,337,793,one
0.49,0.39,-0.53,-0.57,469,829,205,337,780,one
0.51,0.4,-0.53,-0.55,461,832,181,333,777,one
0.53,0.43,-0.51,-0.53,479,830,165,324,775,one
0.56,0.49,-0.45,-0.5,500,833,168,311,787,one
0.6,0.56,-0.34,-0.46,504,833,191,306,782,one
0.62,0.63,-0.23,-0.4,505,836,151,297,793,one
0.64,0.67,-0.15,-0.34,510,829,147,296,790,one
0.65,0.69,-0.09,-0.3,522,830,148,292,793,one
0.66,0.71,-0.03,-0.24,534,826,152,294,817,one
0.67,0.72,0.04,-0.18,517,819,151,296,779,one
0.67,0.72,0.12,-0.11,500,830,145,291,766,one
0.66,0.71,0.21,-0.04,491,822,151,283,775,one
0.65,0.69,0.31,0.04,456,828,147,271,779,one
0.64,0.65,0.39,0.11,470,831,148,265,769,one
0.61,0.61,0.48,0.19,475,837,145,258,782,one
0.59,0.56,0.52,0.24,554,835,151,255,788,one
0.59,0.53,0.54,0.27,540,854,162,244,800,one
0.59,0.5,0.55,0.3,501,856,171,230,822,one
0.6,0.48,0.55,0.32,494,845,170,228,829,one
0.6,0.47,0.56,0.33,471,843,167,221,843,one
0.6,0.47,0.56,0.33,503,832,167,221,846,one
0.59,0.47,0.57,0.34,486,838,161,216,804,one
0.58,0.47,0.57,0.34,469,835,158,210,816,one
0.57,0.47,0.57,0.35,465,828,161,211,804,one
0.57,0.47,0.58,0.35,470,828,161,201,814,one
0.57,0.46,0.58,0.36,475,823,160,203,812,one
0.57,0.46,0.58,0.36,473,828,158,201,793,one
0.57,0.46,0.58,0.36,433,826,160,198,795,one
0.58,0.46,0.57,0.35,427,825,155,203,800,one
0.6,0.46,0.56,0.35,411,828,155,207,798,one
0.62,0.47,0.54,0.33,417,842,152,214,809,one
0.65,0.48,0.5,0.3,425,858,161,223,819,one
0.7,0.49,0.45,0.26,411,835,158,228,811,one
0.74,0.52,0.39,0.2,421,842,182,225,816,one
0.77,0.54,0.33,0.13,391,849,158,237,830,one
0.79,0.56,0.25,0.06,404,851,178,244,822,one
0.8,0.57,0.19,0,420,860,162,255,817,one
0.8,0.58,0.12,-0.06,392,849,195,266,817,one
0.8,0.58,0.07,-0.1,426,856,165,269,820,one
0.81,0.58,0.03,-0.13,407,857,180,265,804,one
0.81,0.57,-0.01,-0.15,409,852,225,265,820,one
0.8,0.58,-0.06,-0.16,398,846,167,279,808,one
0.79,0.58,-0.1,-0.18,382,851,211,279,817,one
0.78,0.58,-0.12,-0.18,383,839,288,287,816,one
0.78,0.59,-0.13,-0.16,358,849,275,288,795,one
0.78,0.59,-0.13,-0.14,355,849,232,296,804,one
0.79,0.59,-0.12,-0.11,361,843,274,307,785,one
0.8,0.59,-0.12,-0.08,348,839,210,305,788,one
0.8,0.58,-0.11,-0.05,338,840,291,303,777,one
0.81,0.58,-0.09,-0.03,338,839,250,305,756,one
0.81,0.58,-0.07,0,338,836,182,305,759,one
0.81,0.58,-0.05,0.02,334,829,198,303,759,one
0.81,0.59,-0.03,0.04,336,830,195,307,764,one
0.81,0.59,-0.02,0.06,329,825,211,308,777,one
0.81,0.59,-0.01,0.08,329,828,225,315,779,one
0.81,0.58,-0.01,0.09,335,823,224,314,790,one
0.81,0.58,-0.01,0.11,341,818,291,308,780,one
0.81,0.58,0,0.13,336,825,247,301,795,one
0.8,0.58,0.03,0.14,348,832,194,298,779,one
0.79,0.59,0.06,0.16,346,831,172,293,796,one
0.78,0.59,0.13,0.18,358,837,200,288,822,one
0.76,0.58,0.22,0.22,398,831,181,276,785,one
0.74,0.54,0.31,0.26,411,825,255,275,783,one
0.71,0.5,0.39,0.29,403,817,155,274,770,one
0.69,0.46,0.46,0.32,400,819,192,275,790,one
0.65,0.42,0.53,0.35,393,804,188,261,759,one
0.62,0.38,0.57,0.37,405,800,220,262,780,one
0.58,0.34,0.63,0.39,382,794,158,265,788,one
0.55,0.3,0.66,0.41,391,797,174,255,803,one
0.51,0.27,0.7,0.42,388,800,207,256,811,one
0.47,0.23,0.73,0.44,408,800,150,251,798,one
0.44,0.21,0.75,0.45,400,802,152,243,793,one
0.4,0.2,0.76,0.47,402,796,150,244,796,one
0.37,0.19,0.77,0.48,402,794,152,244,822,one
0.35,0.19,0.77,0.5,395,802,150,241,779,one
0.34,0.19,0.76,0.51,393,810,151,239,785,one
0.35,0.21,0.75,0.52,405,807,151,243,782,one
0.36,0.23,0.74,0.53,400,811,154,238,774,one
0.37,0.24,0.72,0.53,410,810,147,233,774,one
0.38,0.26,0.71,0.53,413,809,147,230,764,one
0.39,0.28,0.7,0.52,402,808,151,233,762,one
0.41,0.3,0.7,0.51,402,802,148,230,754,one
0.44,0.34,0.68,0.48,394,803,152,225,751,one
0.46,0.36,0.66,0.46,393,800,147,226,741,one
0.49,0.4,0.65,0.43,394,801,154,229,738,one
0.53,0.43,0.62,0.39,382,800,148,229,746,one
0.56,0.47,0.58,0.35,373,802,148,230,748,one
0.59,0.51,0.55,0.31,365,797,147,234,753,one
0.61,0.54,0.51,0.27,378,797,152,238,759,one
0.64,0.57,0.45,0.23,372,796,164,243,750,one
0.67,0.62,0.37,0.16,363,792,180,252,745,one
0.69,0.64,0.32,0.12,367,791,222,247,746,one
0.71,0.64,0.28,0.08,372,794,171,243,761,one
0.72,0.65,0.23,0.04,373,792,177,244,761,one
0.73,0.66,0.17,-0.01,385,792,195,246,761,one
0.73,0.67,0.1,-0.05,404,817,188,251,788,one
0.73,0.67,0.02,-0.11,390,811,254,261,774,one
0.72,0.67,-0.07,-0.15,391,807,190,267,780,one
0.71,0.67,-0.12,-0.19,394,802,187,269,779,one
0.69,0.66,-0.18,-0.23,398,805,248,270,780,one
0.67,0.65,-0.25,-0.27,421,815,212,275,770,one
0.64,0.63,-0.32,-0.31,413,812,207,284,767,one
0.61,0.61,-0.37,-0.35,434,807,205,289,766,one
0.59,0.58,-0.4,-0.38,433,810,205,298,770,one
0.57,0.56,-0.43,-0.41,443,804,210,308,770,one
0.56,0.55,-0.45,-0.44,452,807,208,312,769,one
0.54,0.53,-0.46,-0.46,446,822,207,324,758,one
0.52,0.53,-0.47,-0.47,472,830,200,325,758,one
0.51,0.53,-0.48,-0.48,447,828,198,332,761,one
0.5,0.53,-0.48,-0.49,466,823,197,332,767,one
0.49,0.53,-0.48,-0.5,465,818,221,325,754,one
0.48,0.53,-0.48,-0.51,438,811,292,321,743,one
0.48,0.53,-0.48,-0.51,423,814,225,317,745,one
0.48,0.53,-0.48,-0.51,434,807,254,315,748,one
0.47,0.55,-0.47,-0.5,446,805,228,315,754,one
0.48,0.57,-0.46,-0.49,446,812,182,314,753,one
0.49,0.58,-0.44,-0.47,436,809,231,315,762,one
0.5,0.59,-0.43,-0.46,443,807,187,312,753,one
0.51,0.61,-0.41,-0.45,442,802,224,317,753,one
0.52,0.61,-0.4,-0.45,444,807,221,315,754,one
0.52,0.62,-0.39,-0.44,445,802,220,319,762,one
0.53,0.63,-0.37,-0.43,434,807,272,315,761,one
0.53,0.64,-0.36,-0.42,445,812,262,314,787,one
0.54,0.64,-0.35,-0.41,443,812,250,317,774,one
0.56,0.66,-0.31,-0.39,459,816,245,314,770,one
0.57,0.68,-0.27,-0.37,471,819,230,314,764,one
0.59,0.69,-0.23,-0.35,473,815,225,310,766,one
0.6,0.71,-0.18,-0.31,492,815,255,302,766,one
0.62,0.73,-0.12,-0.27,456,814,255,300,770,one
0.63,0.73,-0.07,-0.24,469,812,232,296,770,one
0.65,0.74,-0.03,-0.2,465,804,247,285,754,one
0.66,0.74,0.01,-0.16,460,815,231,282,750,one
0.66,0.73,0.05,-0.14,440,816,240,283,754,one
0.67,0.73,0.09,-0.11,454,822,267,284,751,one
0.68,0.72,0.13,-0.08,443,815,204,282,754,one
0.69,0.7,0.17,-0.07,444,809,221,275,730,one
0.69,0.69,0.2,-0.05,431,803,215,278,758,one
0.69,0.69,0.23,-0.03,440,807,211,274,774,one
0.69,0.68,0.26,-0.02,432,814,207,265,772,one
0.69,0.67,0.27,-0.01,420,816,214,265,762,one
0.69,0.67,0.25,-0.03,417,815,205,257,770,one
0.7,0.68,0.22,-0.05,416,817,198,258,745,one
0.7,0.68,0.22,-0.06,407,814,215,258,750,one
0.71,0.67,0.21,-0.07,407,809,212,256,798,one
0.72,0.67,0.19,-0.08,401,808,215,256,825,one
0.72,0.66,0.19,-0.08,407,808,210,248,832,one
0.72,0.66,0.2,-0.07,363,800,208,251,795,one
0.73,0.65,0.22,-0.06,367,803,245,251,798,one
0.73,0.65,0.22,-0.05,379,801,238,247,829,one
0.73,0.64,0.22,-0.04,366,797,304,251,829,one
0.74,0.64,0.21,-0.03,361,797,260,244,861,one
0.73,0.64,0.22,-0.02,364,796,194,244,791,one
0.73,0.64,0.23,-0.02,361,797,244,237,777,one
0.74,0.64,0.23,0,345,794,224,253,758,one
0.74,0.63,0.23,0,366,788,232,255,762,one
0.75,0.62,0.23,0.02,401,788,225,257,772,one
0.75,0.61,0.24,0.03,398,795,252,257,782,one
0.75,0.61,0.25,0.06,382,802,230,252,769,one
0.75,0.59,0.27,0.08,379,805,190,261,780,one
0.75,0.58,0.3,0.11,379,818,192,262,790,one
0.75,0.56,0.31,0.14,398,821,192,269,803,one
0.76,0.54,0.32,0.16,431,831,191,267,837,one
0.77,0.53,0.3,0.17,429,844,217,267,819,one
0.78,0.53,0.27,0.18,411,847,222,291,812,one
0.79,0.54,0.23,0.19,419,846,222,294,804,one
0.79,0.56,0.17,0.19,445,835,212,314,806,one
0.78,0.59,0.1,0.18,456,833,210,335,808,one
0.77,0.61,0.05,0.17,497,839,210,360,820,one
0.76,0.62,0.02,0.16,493,840,215,379,816,one
0.76,0.63,0.01,0.16,526,850,221,387,824,one
0.76,0.63,0.01,0.17,559,840,220,393,845,one
0.75,0.64,0.02,0.18,540,845,218,403,848,one
0.75,0.63,0.05,0.19,540,864,215,405,858,one
0.75,0.63,0.07,0.2,550,865,200,379,848,one
0.74,0.62,0.1,0.22,643,864,197,366,862,one
0.74,0.62,0.13,0.24,775,854,192,341,850,one
0.73,0.61,0.17,0.25,846,852,192,323,861,one
0.73,0.59,0.22,0.27,944,844,197,303,841,one
0.71,0.56,0.29,0.3,948,838,191,300,829,one
0.69,0.53,0.37,0.33,934,837,190,294,830,one
0.65,0.48,0.46,0.36,853,831,192,285,843,one
0.6,0.42,0.56,0.39,867,838,191,266,853,one
0.54,0.35,0.63,0.43,795,836,208,256,866,one
0.49,0.3,0.68,0.46,732,840,215,253,870,one
0.44,0.25,0.71,0.48,693,837,211,252,850,one
0.41,0.22,0.73,0.51,675,831,198,257,866,one
0.38,0.19,0.73,0.53,681,828,200,248,850,one
0.36,0.16,0.74,0.55,633,828,197,247,843,one
0.34,0.15,0.74,0.57,653,828,198,244,841,one
0.32,0.13,0.74,0.59,645,833,191,242,848,one
0.31,0.12,0.73,0.6,667,835,195,248,854,one
0.32,0.13,0.72,0.6,664,832,205,244,838,one
0.33,0.14,0.71,0.61,672,829,205,246,827,one
0.34,0.16,0.7,0.6,668,835,200,244,835,one
0.36,0.18,0.69,0.6,671,831,205,247,846,one
0.39,0.21,0.68,0.59,657,837,200,247,846,one
0.42,0.24,0.67,0.57,666,843,208,242,827,one
0.47,0.3,0.64,0.53,711,838,211,257,824,one
0.54,0.37,0.59,0.47,683,826,237,273,819,one
0.6,0.44,0.53,0.41,710,824,225,283,835,one
0.65,0.49,0.47,0.35,721,821,280,288,811,one
0.68,0.54,0.4,0.3,717,814,231,292,830,one
0.7,0.58,0.33,0.24,710,815,227,294,851,one
0.72,0.62,0.25,0.18,744,818,224,293,850,one
0.73,0.66,0.16,0.11,726,826,220,302,850,one
0.74,0.68,0.03,0.01,723,818,205,306,837,one
0.74,0.67,-0.08,-0.06,742,811,201,328,843,one
0.73,0.65,-0.16,-0.12,692,817,202,341,840,one
0.72,0.63,-0.23,-0.17,707,819,202,352,843,one
0.71,0.61,-0.28,-0.21,765,818,184,369,829,one
0.71,0.59,-0.32,-0.24,795,823,185,382,838,one
0.7,0.57,-0.34,-0.26,804,821,188,387,840,one
0.69,0.56,-0.35,-0.29,790,824,191,376,843,one
0.68,0.56,-0.34,-0.31,772,835,215,393,877,one
0.67,0.57,-0.35,-0.33,792,847,281,439,883,one
0.66,0.56,-0.35,-0.35,808,823,221,391,854,one
0.66,0.56,-0.35,-0.35,796,822,215,376,838,one
0.65,0.57,-0.35,-0.36,782,821,205,362,835,one
0.64,0.58,-0.34,-0.37,771,818,192,346,848,one
0.64,0.59,-0.32,-0.36,830,817,192,337,853,one
0.64,0.61,-0.3,-0.35,768,810,191,330,853,one
0.64,0.63,-0.28,-0.33,751,815,188,321,854,one
0.65,0.66,-0.24,-0.3,766,814,195,305,841,one
0.65,0.68,-0.19,-0.27,809,816,190,303,822,one
0.66,0.7,-0.14,-0.23,701,816,197,292,833,one
0.67,0.71,-0.1,-0.19,707,810,198,284,830,one
0.67,0.72,-0.06,-0.15,676,810,207,280,809,one
0.68,0.72,-0.03,-0.12,672,808,207,273,814,one
0.69,0.72,0,-0.09,659,805,221,278,808,one
0.69,0.72,0.01,-0.07,668,803,217,283,803,one
0.7,0.71,0.04,-0.04,653,801,220,285,820,one
0.7,0.71,0.09,0,681,808,220,279,827,one
0.7,0.7,0.15,0.05,633,811,220,279,843,one
0.69,0.69,0.21,0.11,638,824,280,266,845,one
0.68,0.67,0.26,0.15,628,829,334,264,837,one
0.67,0.65,0.3,0.19,645,843,285,274,862,one
0.67,0.64,0.32,0.21,660,857,304,293,853,one
0.66,0.63,0.34,0.22,653,866,292,265,841,one
0.67,0.62,0.34,0.22,689,856,297,257,838,one
0.68,0.61,0.34,0.22,718,856,284,244,858,one
0.68,0.6,0.34,0.23,720,846,292,242,851,one
0.69,0.6,0.34,0.23,661,845,285,241,854,one
0.7,0.59,0.34,0.22,668,838,284,238,846,one
0.71,0.59,0.33,0.22,656,835,282,233,851,one
0.71,0.58,0.33,0.22,666,836,280,232,848,one
0.71,0.58,0.32,0.22,685,826,277,229,856,one
0.71,0.59,0.32,0.22,692,823,280,225,841,one
0.71,0.59,0.32,0.21,689,823,274,229,841,one
0.72,0.59,0.31,0.2,736,823,280,241,854,one
0.72,0.6,0.3,0.18,692,821,271,248,851,one
0.72,0.61,0.28,0.16,703,817,320,247,835,one
0.73,0.62,0.27,0.15,643,814,267,244,833,one
0.73,0.62,0.26,0.13,628,811,307,238,835,one
0.73,0.63,0.25,0.12,638,809,262,241,824,one
0.73,0.63,0.23,0.1,617,809,337,235,832,one
0.74,0.64,0.21,0.08,646,811,252,239,837,one
0.74,0.65,0.16,0.04,631,804,275,239,841,one
0.75,0.65,0.11,-0.01,616,818,285,247,840,one
0.75,0.66,0.06,-0.05,596,837,260,253,816,one
0.75,0.66,0.02,-0.08,595,829,254,252,840,one
0.75,0.66,-0.01,-0.1,583,824,295,253,853,one
0.74,0.66,-0.04,-0.12,580,822,272,255,840,one
0.74,0.66,-0.05,-0.13,580,819,264,255,838,one
0.73,0.66,-0.06,-0.14,583,819,272,265,843,one
0.73,0.66,-0.09,-0.16,582,817,258,267,874,one
0.71,0.67,-0.12,-0.18,592,814,254,278,856,one
0.7,0.67,-0.15,-0.2,615,814,254,279,856,one
0.69,0.66,-0.18,-0.22,635,817,255,274,845,one
0.68,0.66,-0.21,-0.24,633,822,252,283,845,one
0.66,0.65,-0.26,-0.27,611,816,294,285,858,one
0.64,0.63,-0.31,-0.31,620,818,312,289,846,one
0.62,0.61,-0.36,-0.34,647,811,240,283,820,one
0.6,0.59,-0.4,-0.37,639,814,282,275,811,one
0.58,0.56,-0.44,-0.4,622,808,244,278,811,one
0.57,0.55,-0.45,-0.41,618,800,262,271,806,one
0.56,0.54,-0.46,-0.42,611,792,328,271,822,one
0.56,0.53,-0.47,-0.43,602,807,254,279,830,one
0.55,0.53,-0.47,-0.43,613,811,330,280,851,one
0.55,0.52,-0.48,-0.44,618,817,245,282,827,one
0.55,0.52,-0.48,-0.44,602,822,240,276,835,one
0.56,0.52,-0.47,-0.43,617,821,258,275,824,one
0.56,0.53,-0.47,-0.43,610,822,247,274,827,one
0.57,0.53,-0.46,-0.42,618,814,237,273,820,one
0.58,0.54,-0.46,-0.41,581,822,254,274,804,one
0.58,0.55,-0.45,-0.4,559,816,264,273,806,one
0.59,0.55,-0.44,-0.39,577,826,275,270,804,one
0.59,0.55,-0.44,-0.39,577,826,241,267,801,one
0.6,0.56,-0.43,-0.38,577,825,242,266,787,one
0.6,0.57,-0.42,-0.37,588,825,238,266,788,one
0.61,0.57,-0.41,-0.36,573,819,235,266,785,one
0.61,0.58,-0.41,-0.36,581,812,235,264,775,one
0.62,0.58,-0.4,-0.35,556,811,235,265,777,one
0.62,0.58,-0.4,-0.34,554,811,228,260,780,one
0.62,0.59,-0.39,-0.34,554,812,234,261,769,one
0.63,0.59,-0.39,-0.33,547,809,232,258,767,one
0.63,0.6,-0.38,-0.32,542,811,235,257,766,one
0.63,0.6,-0.37,-0.32,548,809,225,260,761,one
