q1,q2,q3,q4,f1,f2,f3,f4,f5,target
0.55,0.81,-0.11,-0.18,745.0,912.0,928.0,952.0,779.0,three
0.55,0.81,-0.11,-0.18,751.0,911.0,931.0,942.0,764.0,three
0.55,0.81,-0.11,-0.18,754.0,918.0,914.0,941.0,758.0,three
0.55,0.81,-0.11,-0.18,721.0,915.0,908.0,955.0,709.0,three
0.56,0.8,-0.11,-0.19,736.0,914.0,927.0,966.0,711.0,three
0.56,0.8,-0.1,-0.19,739.0,912.0,908.0,953.0,667.0,three
0.56,0.8,-0.1,-0.19,728.0,893.0,907.0,942.0,653.0,three
0.57,0.8,-0.11,-0.18,751.0,899.0,897.0,947.0,661.0,three
0.57,0.79,-0.1,-0.18,725.0,898.0,894.0,942.0,651.0,three
0.58,0.79,-0.1,-0.18,721.0,913.0,891.0,932.0,633.0,three
0.58,0.79,-0.1,-0.18,711.0,913.0,871.0,912.0,664.0,three
0.58,0.79,-0.1,-0.18,704.0,919.0,880.0,906.0,645.0,three
0.58,0.79,-0.1,-0.18,706.0,901.0,878.0,906.0,653.0,three
0.58,0.79,-0.1,-0.18,696.0,904.0,860.0,912.0,606.0,three
0.59,0.78,-0.1,-0.18,680.0,906.0,861.0,912.0,619.0,three
0.59,0.78,-0.1,-0.18,668.0,908.0,862.0,901.0,575.0,three
0.59,0.78,-0.1,-0.18,670.0,905.0,855.0,896.0,582.0,three
0.59,0.78,-0.1,-0.18,708.0,908.0,851.0,911.0,591.0,three
0.6,0.78,-0.1,-0.18,681.0,909.0,848.0,898.0,569.0,three
0.6,0.78,-0.1,-0.18,679.0,902.0,852.0,911.0,580.0,three
0.6,0.78,-0.1,-0.18,667.0,906.0,855.0,911.0,603.0,three
0.59,0.78,-0.09,-0.18,677.0,899.0,835.0,901.0,582.0,three
0.59,0.78,-0.09,-0.18,670.0,912.0,851.0,892.0,561.0,three
0.59,0.78,-0.09,-0.18,650.0,909.0,872.0,923.0,574.0,three
0.6,0.78,-0.09,-0.18,664.0,908.0,867.0,947.0,559.0,three
0.6,0.78,-0.09,-0.18,635.0,909.0,852.0,942.0,558.0,three
0.6,0.78,-0.09,-0.18,639.0,911.0,831.0,929.0,554.0,three
0.6,0.78,-0.09,-0.18,657.0,908.0,835.0,934.0,566.0,three
0.59,0.78,-0.09,-0.18,654.0,912.0,852.0,921.0,590.0,three
0.59,0.78,-0.09,-0.19,640.0,916.0,858.0,901.0,553.0,three
0.59,0.78,-0.1,-0.19,652.0,921.0,842.0,902.0,595.0,three
0.58,0.78,-0.1,-0.21,647.0,933.0,835.0,884.0,580.0,three
0.59,0.77,-0.09,-0.23,654.0,950.0,862.0,867.0,537.0,three
0.59,0.76,-0.08,-0.25,629.0,928.0,844.0,844.0,529.0,three
0.59,0.76,-0.07,-0.27,644.0,925.0,841.0,850.0,500.0,three
0.59,0.75,-0.07,-0.3,640.0,925.0,824.0,834.0,498.0,three
0.58,0.75,-0.05,-0.31,628.0,930.0,821.0,841.0,498.0,three
0.58,0.75,-0.04,-0.32,634.0,926.0,840.0,820.0,477.0,three
0.58,0.75,-0.03,-0.33,647.0,929.0,830.0,830.0,553.0,three
0.58,0.75,-0.02,-0.33,631.0,932.0,831.0,830.0,556.0,three
0.58,0.75,-0.02,-0.32,628.0,923.0,818.0,826.0,566.0,three
0.58,0.75,-0.02,-0.32,632.0,932.0,807.0,829.0,558.0,three
0.58,0.75,-0.02,-0.32,630.0,925.0,812.0,833.0,516.0,three
0.59,0.75,-0.02,-0.32,633.0,928.0,824.0,842.0,603.0,three
0.59,0.75,-0.02,-0.31,596.0,925.0,797.0,843.0,572.0,three
0.59,0.75,-0.02,-0.3,672.0,902.0,791.0,882.0,569.0,three
0.59,0.75,-0.02,-0.3,658.0,911.0,800.0,892.0,566.0,three
0.59,0.75,-0.02,-0.3,679.0,932.0,842.0,915.0,561.0,three
0.59,0.75,-0.02,-0.3,681.0,913.0,834.0,901.0,558.0,three
0.6,0.75,-0.02,-0.29,677.0,911.0,818.0,900.0,545.0,three
0.6,0.75,-0.01,-0.28,668.0,901.0,788.0,889.0,538.0,three
0.61,0.75,-0.01,-0.28,661.0,915.0,790.0,884.0,535.0,three
0.61,0.75,-0.01,-0.27,665.0,912.0,764.0,893.0,522.0,three
0.61,0.75,-0.01,-0.27,596.0,921.0,755.0,928.0,537.0,three
0.6,0.75,-0.01,-0.27,568.0,934.0,811.0,917.0,543.0,three
0.6,0.76,-0.01,-0.27,563.0,928.0,805.0,923.0,538.0,three
0.6,0.75,-0.01,-0.27,573.0,927.0,782.0,914.0,551.0,three
0.6,0.75,-0.01,-0.27,544.0,936.0,780.0,929.0,546.0,three
0.6,0.75,-0.01,-0.26,555.0,927.0,771.0,947.0,535.0,three
0.6,0.75,-0.01,-0.26,551.0,912.0,767.0,937.0,540.0,three
0.6,0.75,-0.01,-0.26,569.0,921.0,767.0,946.0,540.0,three
0.6,0.76,-0.0,-0.26,577.0,922.0,780.0,924.0,570.0,three
0.6,0.76,-0.0,-0.27,585.0,934.0,767.0,911.0,587.0,three
0.59,0.76,-0.0,-0.27,834.0,957.0,818.0,953.0,590.0,three
0.57,0.77,-0.01,-0.29,853.0,989.0,957.0,980.0,641.0,three
0.52,0.79,-0.04,-0.32,877.0,964.0,1001.0,998.0,666.0,three
0.47,0.81,-0.07,-0.33,727.0,963.0,1014.0,985.0,551.0,three
0.48,0.82,-0.07,-0.31,728.0,957.0,1028.0,976.0,574.0,three
0.49,0.82,-0.07,-0.3,680.0,959.0,1004.0,953.0,550.0,three
0.5,0.81,-0.06,-0.29,677.0,956.0,988.0,969.0,543.0,three
0.52,0.81,-0.06,-0.28,708.0,953.0,977.0,960.0,577.0,three
0.53,0.8,-0.06,-0.27,718.0,953.0,970.0,942.0,582.0,three
0.54,0.8,-0.06,-0.26,657.0,947.0,971.0,907.0,517.0,three
0.54,0.8,-0.04,-0.25,654.0,943.0,941.0,911.0,522.0,three
0.54,0.8,-0.05,-0.26,702.0,935.0,950.0,912.0,485.0,three
0.54,0.8,-0.04,-0.25,716.0,939.0,937.0,896.0,504.0,three
0.54,0.8,-0.03,-0.25,732.0,926.0,940.0,915.0,516.0,three
0.54,0.81,-0.03,-0.25,703.0,953.0,965.0,932.0,495.0,three
0.54,0.81,-0.02,-0.25,667.0,938.0,955.0,884.0,451.0,three
0.54,0.8,-0.02,-0.25,706.0,948.0,928.0,856.0,432.0,three
0.54,0.8,-0.02,-0.25,695.0,952.0,928.0,844.0,422.0,three
0.54,0.8,-0.02,-0.25,679.0,947.0,928.0,851.0,385.0,three
0.54,0.8,-0.01,-0.24,682.0,940.0,931.0,835.0,383.0,three
0.54,0.8,-0.01,-0.24,683.0,927.0,915.0,826.0,356.0,three
0.55,0.8,-0.0,-0.24,698.0,929.0,901.0,819.0,353.0,three
0.55,0.8,-0.0,-0.24,660.0,938.0,917.0,826.0,358.0,three
0.55,0.8,-0.0,-0.24,631.0,943.0,915.0,830.0,362.0,three
0.55,0.8,-0.0,-0.24,670.0,946.0,901.0,828.0,366.0,three
0.54,0.8,-0.0,-0.24,707.0,938.0,895.0,817.0,367.0,three
0.54,0.8,-0.0,-0.24,685.0,941.0,885.0,814.0,362.0,three
0.55,0.8,-0.0,-0.23,686.0,939.0,891.0,816.0,375.0,three
0.55,0.81,-0.0,-0.23,652.0,939.0,884.0,805.0,382.0,three
0.55,0.81,-0.0,-0.23,619.0,936.0,878.0,811.0,377.0,three
0.55,0.81,-0.0,-0.23,644.0,935.0,885.0,803.0,383.0,three
0.55,0.81,-0.0,-0.23,654.0,929.0,900.0,811.0,366.0,three
0.55,0.81,-0.0,-0.23,678.0,927.0,882.0,819.0,395.0,three
0.55,0.81,-0.0,-0.23,681.0,932.0,902.0,826.0,409.0,three
0.55,0.81,-0.0,-0.23,657.0,929.0,881.0,834.0,398.0,three
0.55,0.81,-0.0,-0.23,638.0,941.0,890.0,869.0,391.0,three
0.55,0.81,-0.0,-0.23,670.0,949.0,891.0,879.0,370.0,three
0.55,0.8,-0.0,-0.23,658.0,954.0,910.0,953.0,385.0,three
0.55,0.8,-0.0,-0.23,705.0,962.0,918.0,989.0,398.0,three
0.55,0.8,-0.0,-0.23,971.0,956.0,918.0,964.0,530.0,three
0.54,0.81,0.0,-0.23,927.0,943.0,935.0,974.0,501.0,three
0.54,0.81,-0.01,-0.24,930.0,943.0,930.0,971.0,491.0,three
0.53,0.81,-0.03,-0.25,900.0,957.0,930.0,978.0,474.0,three
0.53,0.81,-0.04,-0.25,767.0,961.0,924.0,985.0,506.0,three
0.52,0.81,-0.07,-0.26,728.0,980.0,922.0,987.0,512.0,three
0.51,0.81,-0.12,-0.28,667.0,967.0,928.0,966.0,537.0,three
0.49,0.81,-0.15,-0.28,696.0,948.0,921.0,937.0,548.0,three
0.49,0.81,-0.17,-0.28,676.0,956.0,925.0,962.0,577.0,three
0.5,0.81,-0.17,-0.27,636.0,949.0,912.0,980.0,598.0,three
0.5,0.8,-0.18,-0.27,657.0,954.0,921.0,975.0,532.0,three
0.51,0.8,-0.18,-0.27,660.0,969.0,901.0,956.0,520.0,three
0.52,0.79,-0.18,-0.27,684.0,962.0,894.0,894.0,527.0,three
0.52,0.79,-0.18,-0.27,695.0,966.0,905.0,869.0,533.0,three
0.52,0.79,-0.18,-0.27,685.0,963.0,912.0,861.0,477.0,three
0.52,0.79,-0.17,-0.26,703.0,962.0,890.0,855.0,496.0,three
0.52,0.79,-0.17,-0.26,701.0,943.0,892.0,864.0,475.0,three
0.52,0.79,-0.17,-0.26,704.0,942.0,867.0,873.0,458.0,three
0.52,0.8,-0.17,-0.26,714.0,943.0,885.0,861.0,429.0,three
0.52,0.8,-0.16,-0.26,731.0,938.0,891.0,864.0,414.0,three
0.51,0.8,-0.16,-0.25,761.0,934.0,892.0,852.0,409.0,three
0.51,0.81,-0.16,-0.25,792.0,935.0,900.0,851.0,400.0,three
0.51,0.81,-0.15,-0.25,781.0,939.0,888.0,855.0,409.0,three
0.51,0.81,-0.16,-0.24,800.0,939.0,885.0,839.0,390.0,three
0.51,0.81,-0.15,-0.24,781.0,945.0,887.0,852.0,383.0,three
0.51,0.81,-0.15,-0.24,763.0,938.0,892.0,853.0,383.0,three
0.51,0.81,-0.15,-0.24,782.0,935.0,890.0,846.0,387.0,three
0.51,0.81,-0.15,-0.24,765.0,942.0,880.0,843.0,379.0,three
0.51,0.81,-0.15,-0.24,768.0,948.0,882.0,829.0,396.0,three
0.51,0.81,-0.15,-0.24,766.0,940.0,877.0,828.0,403.0,three
0.51,0.81,-0.15,-0.24,753.0,946.0,894.0,843.0,409.0,three
0.51,0.81,-0.15,-0.24,767.0,949.0,882.0,825.0,409.0,three
0.51,0.81,-0.15,-0.24,760.0,963.0,917.0,856.0,414.0,three
0.51,0.81,-0.15,-0.25,744.0,970.0,931.0,848.0,404.0,three
0.51,0.81,-0.15,-0.25,731.0,961.0,931.0,842.0,364.0,three
0.51,0.81,-0.15,-0.25,705.0,949.0,932.0,841.0,348.0,three
0.51,0.81,-0.14,-0.25,721.0,950.0,925.0,848.0,320.0,three
0.51,0.81,-0.14,-0.25,681.0,946.0,907.0,841.0,348.0,three
0.51,0.81,-0.14,-0.25,692.0,939.0,912.0,832.0,362.0,three
0.51,0.81,-0.14,-0.25,664.0,945.0,918.0,842.0,409.0,three
0.51,0.81,-0.14,-0.26,618.0,932.0,920.0,846.0,406.0,three
0.5,0.81,-0.14,-0.26,603.0,943.0,881.0,844.0,454.0,three
0.5,0.81,-0.14,-0.26,581.0,927.0,911.0,860.0,496.0,three
0.5,0.81,-0.14,-0.26,568.0,921.0,915.0,855.0,462.0,three
0.5,0.81,-0.14,-0.26,552.0,929.0,904.0,864.0,435.0,three
0.5,0.81,-0.14,-0.27,568.0,928.0,897.0,855.0,425.0,three
0.5,0.81,-0.14,-0.27,563.0,930.0,907.0,850.0,412.0,three
0.5,0.81,-0.14,-0.27,558.0,949.0,915.0,901.0,445.0,three
0.51,0.81,-0.14,-0.27,684.0,940.0,971.0,980.0,564.0,three
0.51,0.81,-0.14,-0.28,938.0,939.0,987.0,964.0,703.0,three
0.52,0.79,-0.14,-0.31,865.0,950.0,978.0,970.0,775.0,three
0.54,0.77,-0.13,-0.32,819.0,948.0,977.0,974.0,803.0,three
0.54,0.77,-0.13,-0.32,830.0,946.0,934.0,975.0,875.0,three
0.54,0.77,-0.13,-0.32,868.0,934.0,944.0,961.0,987.0,three
0.54,0.77,-0.13,-0.31,793.0,929.0,948.0,912.0,987.0,three
0.54,0.77,-0.13,-0.31,726.0,915.0,952.0,852.0,874.0,three
0.54,0.78,-0.13,-0.3,798.0,920.0,947.0,861.0,883.0,three
0.54,0.78,-0.13,-0.28,721.0,921.0,931.0,832.0,825.0,three
0.54,0.78,-0.14,-0.27,684.0,916.0,950.0,837.0,817.0,three
0.54,0.79,-0.15,-0.26,668.0,918.0,941.0,853.0,800.0,three
0.54,0.79,-0.15,-0.25,746.0,913.0,938.0,848.0,774.0,three
0.54,0.79,-0.15,-0.25,694.0,918.0,920.0,867.0,748.0,three
0.54,0.79,-0.15,-0.24,646.0,912.0,937.0,855.0,758.0,three
0.53,0.8,-0.15,-0.24,681.0,918.0,927.0,856.0,717.0,three
0.53,0.8,-0.15,-0.24,711.0,926.0,941.0,839.0,712.0,three
0.53,0.8,-0.15,-0.25,755.0,923.0,917.0,903.0,712.0,three
0.53,0.8,-0.15,-0.25,711.0,915.0,927.0,942.0,717.0,three
0.53,0.8,-0.15,-0.24,716.0,915.0,925.0,941.0,729.0,three
0.52,0.8,-0.15,-0.25,728.0,913.0,922.0,971.0,709.0,three
0.53,0.8,-0.15,-0.25,678.0,923.0,901.0,969.0,701.0,three
0.53,0.8,-0.15,-0.25,682.0,914.0,882.0,935.0,698.0,three
0.53,0.8,-0.15,-0.25,758.0,909.0,872.0,907.0,693.0,three
0.53,0.8,-0.15,-0.25,730.0,913.0,881.0,900.0,667.0,three
0.53,0.8,-0.14,-0.25,714.0,909.0,877.0,901.0,693.0,three
0.53,0.8,-0.14,-0.25,710.0,915.0,880.0,903.0,691.0,three
0.53,0.8,-0.14,-0.25,658.0,915.0,888.0,906.0,698.0,three
0.53,0.8,-0.14,-0.25,740.0,923.0,885.0,910.0,685.0,three
0.52,0.8,-0.14,-0.25,701.0,915.0,872.0,885.0,688.0,three
0.53,0.8,-0.13,-0.25,730.0,915.0,871.0,880.0,679.0,three
0.53,0.8,-0.13,-0.25,708.0,911.0,860.0,875.0,666.0,three
0.53,0.8,-0.13,-0.25,675.0,915.0,871.0,874.0,654.0,three
0.53,0.8,-0.13,-0.25,685.0,906.0,872.0,866.0,650.0,three
0.53,0.8,-0.13,-0.26,707.0,895.0,852.0,862.0,666.0,three
0.53,0.8,-0.13,-0.26,656.0,902.0,858.0,855.0,664.0,three
0.53,0.8,-0.13,-0.26,659.0,895.0,857.0,861.0,658.0,three
0.53,0.8,-0.13,-0.26,676.0,898.0,848.0,855.0,648.0,three
0.53,0.8,-0.13,-0.26,672.0,898.0,838.0,853.0,638.0,three
0.53,0.8,-0.13,-0.26,653.0,899.0,844.0,847.0,633.0,three
0.53,0.8,-0.13,-0.25,672.0,908.0,852.0,858.0,654.0,three
0.53,0.8,-0.13,-0.25,702.0,900.0,861.0,856.0,653.0,three
0.53,0.8,-0.13,-0.25,672.0,898.0,865.0,846.0,666.0,three
0.53,0.8,-0.12,-0.25,766.0,898.0,870.0,842.0,662.0,three
0.53,0.8,-0.12,-0.25,704.0,894.0,875.0,839.0,683.0,three
0.53,0.8,-0.12,-0.25,720.0,899.0,882.0,843.0,667.0,three
0.53,0.8,-0.12,-0.25,697.0,915.0,888.0,861.0,682.0,three
0.53,0.8,-0.12,-0.25,678.0,920.0,872.0,919.0,658.0,three
0.53,0.8,-0.12,-0.25,720.0,921.0,862.0,932.0,682.0,three
0.53,0.8,-0.13,-0.25,754.0,916.0,884.0,960.0,680.0,three
0.52,0.81,-0.13,-0.25,725.0,916.0,862.0,971.0,701.0,three
0.52,0.81,-0.13,-0.25,740.0,914.0,857.0,982.0,680.0,three
0.52,0.81,-0.13,-0.25,744.0,915.0,845.0,975.0,672.0,three
0.52,0.81,-0.13,-0.24,759.0,912.0,842.0,976.0,653.0,three
0.52,0.81,-0.13,-0.24,768.0,919.0,862.0,962.0,685.0,three
0.52,0.81,-0.13,-0.24,797.0,915.0,860.0,958.0,730.0,three
0.52,0.81,-0.13,-0.24,745.0,918.0,848.0,926.0,791.0,three
0.52,0.81,-0.13,-0.24,782.0,925.0,855.0,943.0,738.0,three
0.52,0.81,-0.12,-0.24,798.0,923.0,837.0,960.0,704.0,three
0.52,0.81,-0.12,-0.24,761.0,918.0,834.0,960.0,703.0,three
0.52,0.81,-0.13,-0.24,753.0,919.0,830.0,957.0,696.0,three
0.52,0.81,-0.13,-0.24,768.0,915.0,821.0,947.0,653.0,three
0.52,0.81,-0.13,-0.24,746.0,914.0,810.0,943.0,638.0,three
0.52,0.81,-0.13,-0.24,729.0,909.0,878.0,934.0,659.0,three
0.52,0.81,-0.13,-0.24,683.0,909.0,871.0,928.0,682.0,three
0.52,0.81,-0.13,-0.24,704.0,913.0,862.0,921.0,675.0,three
0.52,0.81,-0.13,-0.24,756.0,902.0,897.0,928.0,675.0,three
0.52,0.81,-0.14,-0.24,683.0,938.0,934.0,920.0,643.0,three
0.52,0.81,-0.13,-0.24,756.0,940.0,937.0,933.0,630.0,three
0.52,0.81,-0.13,-0.24,748.0,942.0,920.0,919.0,630.0,three
0.52,0.81,-0.13,-0.24,739.0,932.0,935.0,907.0,598.0,three
0.52,0.81,-0.13,-0.24,750.0,936.0,915.0,896.0,620.0,three
0.52,0.81,-0.13,-0.24,735.0,927.0,911.0,898.0,627.0,three
0.52,0.81,-0.13,-0.24,741.0,935.0,907.0,896.0,608.0,three
0.52,0.81,-0.13,-0.24,740.0,941.0,894.0,902.0,598.0,three
0.52,0.81,-0.13,-0.24,740.0,932.0,900.0,910.0,590.0,three
0.52,0.81,-0.13,-0.24,732.0,925.0,884.0,923.0,580.0,three
0.52,0.81,-0.13,-0.24,721.0,930.0,905.0,923.0,601.0,three
0.53,0.81,-0.12,-0.24,713.0,935.0,911.0,932.0,662.0,three
0.54,0.8,-0.11,-0.23,727.0,941.0,904.0,942.0,558.0,three
0.55,0.8,-0.09,-0.23,763.0,942.0,971.0,946.0,508.0,three
0.6,0.77,-0.06,-0.21,733.0,948.0,878.0,941.0,514.0,three
0.64,0.74,-0.02,-0.19,773.0,942.0,901.0,941.0,488.0,three
0.66,0.72,-0.01,-0.18,743.0,933.0,887.0,933.0,470.0,three
0.66,0.72,-0.03,-0.21,691.0,943.0,898.0,929.0,509.0,three
0.64,0.72,-0.09,-0.25,642.0,943.0,902.0,955.0,582.0,three
0.61,0.71,-0.19,-0.31,725.0,932.0,885.0,938.0,608.0,three
0.58,0.7,-0.24,-0.34,730.0,943.0,904.0,914.0,645.0,three
0.57,0.68,-0.27,-0.37,730.0,929.0,901.0,915.0,698.0,three
0.56,0.67,-0.3,-0.39,707.0,914.0,911.0,879.0,751.0,three
0.55,0.65,-0.32,-0.41,691.0,914.0,861.0,892.0,820.0,three
0.55,0.64,-0.34,-0.42,641.0,930.0,877.0,928.0,770.0,three
0.54,0.64,-0.35,-0.43,572.0,930.0,855.0,948.0,717.0,three
0.52,0.63,-0.37,-0.44,523.0,939.0,821.0,948.0,732.0,three
0.55,0.61,-0.37,-0.44,510.0,930.0,848.0,917.0,717.0,three
0.58,0.58,-0.37,-0.44,532.0,939.0,844.0,901.0,695.0,three
0.6,0.55,-0.37,-0.45,519.0,933.0,825.0,897.0,656.0,three
0.62,0.52,-0.36,-0.47,533.0,923.0,831.0,901.0,658.0,three
0.64,0.49,-0.36,-0.47,579.0,925.0,812.0,896.0,653.0,three
0.66,0.45,-0.35,-0.48,531.0,942.0,800.0,874.0,691.0,three
0.68,0.44,-0.34,-0.49,522.0,938.0,787.0,855.0,662.0,three
0.69,0.43,-0.33,-0.49,519.0,918.0,782.0,842.0,690.0,three
0.7,0.42,-0.31,-0.49,519.0,920.0,802.0,851.0,824.0,three
0.7,0.43,-0.3,-0.48,553.0,934.0,800.0,834.0,806.0,three
0.7,0.44,-0.29,-0.48,539.0,949.0,845.0,833.0,830.0,three
0.7,0.45,-0.28,-0.48,588.0,966.0,840.0,828.0,820.0,three
0.7,0.46,-0.28,-0.48,552.0,962.0,857.0,814.0,835.0,three
0.7,0.47,-0.27,-0.47,560.0,966.0,881.0,829.0,787.0,three
0.7,0.48,-0.27,-0.46,553.0,960.0,867.0,830.0,811.0,three
0.7,0.49,-0.26,-0.45,543.0,964.0,861.0,828.0,808.0,three
0.7,0.49,-0.26,-0.45,570.0,964.0,844.0,830.0,838.0,three
0.71,0.49,-0.25,-0.44,567.0,950.0,821.0,821.0,804.0,three
0.71,0.49,-0.24,-0.44,569.0,950.0,820.0,816.0,819.0,three
0.71,0.5,-0.24,-0.43,618.0,949.0,820.0,815.0,809.0,three
0.72,0.5,-0.23,-0.43,609.0,942.0,817.0,812.0,819.0,three
0.72,0.5,-0.23,-0.42,609.0,942.0,812.0,802.0,814.0,three
0.72,0.5,-0.22,-0.42,596.0,940.0,815.0,816.0,835.0,three
0.72,0.51,-0.22,-0.42,575.0,954.0,824.0,811.0,845.0,three
0.73,0.51,-0.21,-0.41,522.0,927.0,844.0,806.0,829.0,three
0.73,0.51,-0.21,-0.41,531.0,916.0,818.0,823.0,900.0,three
0.74,0.51,-0.21,-0.4,503.0,912.0,785.0,810.0,917.0,three
0.74,0.51,-0.2,-0.4,489.0,918.0,785.0,797.0,904.0,three
0.74,0.51,-0.2,-0.4,494.0,929.0,771.0,817.0,933.0,three
0.74,0.51,-0.19,-0.4,494.0,927.0,782.0,802.0,985.0,three
0.74,0.52,-0.18,-0.39,463.0,921.0,788.0,817.0,993.0,three
0.74,0.52,-0.18,-0.39,494.0,949.0,832.0,865.0,1008.0,three
0.74,0.53,-0.17,-0.38,566.0,939.0,925.0,915.0,1054.0,three
0.74,0.53,-0.17,-0.38,579.0,930.0,1000.0,1005.0,1037.0,three
0.74,0.54,-0.17,-0.37,646.0,939.0,1047.0,1002.0,1059.0,three
0.73,0.55,-0.17,-0.36,620.0,957.0,1008.0,989.0,1029.0,three
0.73,0.56,-0.16,-0.36,630.0,971.0,978.0,975.0,938.0,three
0.73,0.56,-0.16,-0.36,663.0,969.0,972.0,973.0,908.0,three
0.73,0.56,-0.15,-0.36,713.0,976.0,971.0,969.0,916.0,three
0.73,0.56,-0.15,-0.35,672.0,968.0,970.0,969.0,866.0,three
0.74,0.56,-0.14,-0.35,668.0,961.0,1025.0,969.0,853.0,three
0.74,0.56,-0.14,-0.35,684.0,963.0,1011.0,971.0,825.0,three
0.74,0.56,-0.13,-0.35,673.0,957.0,988.0,965.0,833.0,three
0.74,0.56,-0.13,-0.34,678.0,943.0,985.0,973.0,890.0,three
0.74,0.56,-0.13,-0.34,695.0,941.0,975.0,962.0,861.0,three
0.75,0.56,-0.12,-0.34,694.0,960.0,971.0,969.0,925.0,three
0.75,0.56,-0.12,-0.33,696.0,959.0,945.0,970.0,975.0,three
0.75,0.56,-0.12,-0.33,746.0,952.0,954.0,976.0,927.0,three
0.75,0.57,-0.12,-0.33,758.0,945.0,950.0,970.0,882.0,three
0.75,0.57,-0.11,-0.33,738.0,942.0,942.0,965.0,870.0,three
0.75,0.57,-0.11,-0.32,748.0,936.0,968.0,961.0,858.0,three
0.75,0.57,-0.11,-0.32,867.0,934.0,947.0,961.0,845.0,three
0.75,0.57,-0.1,-0.32,877.0,928.0,967.0,958.0,859.0,three
0.75,0.57,-0.1,-0.32,920.0,935.0,942.0,950.0,882.0,three
0.75,0.57,-0.1,-0.32,896.0,941.0,938.0,934.0,898.0,three
0.75,0.57,-0.1,-0.32,885.0,943.0,940.0,930.0,887.0,three
0.75,0.57,-0.1,-0.31,945.0,930.0,951.0,937.0,851.0,three
0.76,0.57,-0.09,-0.31,982.0,933.0,961.0,941.0,835.0,three
0.76,0.57,-0.09,-0.31,944.0,927.0,958.0,951.0,822.0,three
0.76,0.57,-0.09,-0.31,768.0,956.0,954.0,964.0,822.0,three
0.75,0.57,-0.09,-0.31,705.0,960.0,961.0,973.0,824.0,three
0.75,0.58,-0.09,-0.3,701.0,945.0,965.0,993.0,875.0,three
0.75,0.59,-0.09,-0.3,646.0,939.0,964.0,975.0,895.0,three
0.74,0.59,-0.09,-0.29,665.0,927.0,948.0,957.0,837.0,three
0.74,0.6,-0.09,-0.29,598.0,930.0,942.0,969.0,803.0,three
0.74,0.6,-0.09,-0.29,594.0,938.0,947.0,971.0,756.0,three
0.73,0.61,-0.1,-0.28,571.0,941.0,934.0,955.0,722.0,three
0.72,0.63,-0.11,-0.27,555.0,914.0,922.0,953.0,654.0,three
0.71,0.64,-0.11,-0.27,573.0,911.0,932.0,956.0,646.0,three
0.7,0.66,-0.12,-0.26,592.0,899.0,922.0,950.0,603.0,three
0.68,0.68,-0.12,-0.25,586.0,905.0,917.0,955.0,629.0,three
0.67,0.69,-0.13,-0.24,597.0,912.0,920.0,976.0,675.0,three
0.65,0.71,-0.14,-0.25,576.0,909.0,922.0,966.0,625.0,three
0.64,0.72,-0.13,-0.25,580.0,918.0,925.0,955.0,641.0,three
0.62,0.73,-0.13,-0.25,608.0,920.0,928.0,928.0,596.0,three
0.62,0.73,-0.13,-0.25,602.0,905.0,917.0,887.0,532.0,three
0.62,0.73,-0.14,-0.26,579.0,909.0,962.0,875.0,566.0,three
0.63,0.71,-0.13,-0.27,548.0,912.0,922.0,891.0,562.0,three
0.64,0.71,-0.12,-0.27,533.0,914.0,908.0,885.0,564.0,three
0.63,0.72,-0.12,-0.26,517.0,911.0,898.0,894.0,604.0,three
0.62,0.73,-0.13,-0.26,517.0,906.0,901.0,880.0,593.0,three
0.62,0.72,-0.13,-0.27,520.0,921.0,960.0,874.0,588.0,three
0.64,0.71,-0.13,-0.28,511.0,935.0,942.0,848.0,622.0,three
0.65,0.7,-0.12,-0.29,497.0,920.0,901.0,838.0,596.0,three
0.65,0.69,-0.12,-0.29,486.0,915.0,914.0,841.0,561.0,three
0.65,0.7,-0.12,-0.28,505.0,929.0,905.0,842.0,567.0,three
0.65,0.7,-0.12,-0.28,508.0,914.0,882.0,842.0,558.0,three
0.65,0.69,-0.12,-0.29,521.0,912.0,867.0,844.0,583.0,three
0.66,0.69,-0.11,-0.29,501.0,912.0,881.0,838.0,564.0,three
0.66,0.69,-0.11,-0.28,507.0,920.0,885.0,852.0,554.0,three
0.65,0.7,-0.11,-0.27,560.0,915.0,875.0,852.0,538.0,three
0.65,0.7,-0.11,-0.27,511.0,912.0,865.0,850.0,543.0,three
0.66,0.69,-0.11,-0.28,513.0,919.0,870.0,846.0,579.0,three
0.67,0.68,-0.1,-0.28,508.0,908.0,875.0,870.0,541.0,three
0.66,0.69,-0.1,-0.27,503.0,911.0,897.0,878.0,524.0,three
0.65,0.71,-0.11,-0.25,538.0,916.0,897.0,893.0,529.0,three
0.64,0.71,-0.12,-0.25,525.0,912.0,875.0,905.0,541.0,three
0.65,0.7,-0.13,-0.27,518.0,906.0,858.0,889.0,524.0,three
0.66,0.69,-0.11,-0.28,513.0,897.0,841.0,879.0,500.0,three
0.65,0.7,-0.11,-0.27,506.0,913.0,851.0,878.0,491.0,three
0.64,0.71,-0.11,-0.26,510.0,921.0,867.0,871.0,501.0,three
0.64,0.72,-0.12,-0.26,527.0,915.0,864.0,860.0,493.0,three
0.64,0.71,-0.12,-0.27,506.0,913.0,855.0,857.0,516.0,three
0.66,0.69,-0.11,-0.28,534.0,911.0,862.0,864.0,532.0,three
